Query	invertebrates-Sbjct	E-value	non_invertebrates-Sbjct	E-value	
DdB|DdB_06916	--	--	WP_251187482.1	1.12e-76
DdB|DdB_06917	--	--	WP_250634866.1	4.54e-99
DdB|DdB_06918	--	--	WP_212045369.1	1.47e-162
DdB|DdB_06922	--	--	WP_072692803.1	2.32e-85
DdB|DdB_06923	--	--	WP_003227182.1	6.44e-61
DdB|DdB_06924	--	--	WP_309529985.1	1.02e-90
DdB|DdB_06927	--	--	WP_026009857.1	0.0
DdB|DdB_06932	--	--	WP_317680477.1	3.23e-101
DdB|DdB_06934	--	--	WP_003243947.1	0.0
DdB|DdB_06935	--	--	WP_339249091.1	0.0
DdB|DdB_06940	--	--	WP_089172698.1	4.62e-82
DdB|DdB_06944	--	--	WP_343516520.1	1.02e-94
DdB|DdB_06946	--	--	WP_121549361.1	3.01e-104
DdB|DdB_06947	--	--	WP_032730313.1	8.9e-134
DdB|DdB_06949	--	--	WP_003242549.1	0.0
DdB|DdB_06957	--	--	WP_197196308.1	0.0
DdB|DdB_06959	--	--	WP_050258572.1	0.0
DdB|DdB_06963	--	--	WP_070548110.1	1.12e-28
DdB|DdB_06969	--	--	WP_159377137.1	0.0
DdB|DdB_06970	--	--	WP_038429850.1	2.42e-62
DdB|DdB_06971	--	--	WP_003218755.1	1.91e-60
DdB|DdB_06977	--	--	WP_160832085.1	1.14e-116
DdB|DdB_06978	--	--	WP_322839976.1	0.0
DdB|DdB_06982	--	--	WP_017697251.1	0.0
DdB|DdB_06987	--	--	WP_041338009.1	2.65e-59
DdB|DdB_06988	--	--	WP_342624020.1	8.74e-116
DdB|DdB_06990	--	--	WP_110109530.1	4.3e-120
DdB|DdB_06993	--	--	WP_087614803.1	3.28e-97
DdB|DdB_06995	--	--	WP_235120648.1	1.43e-140
DdB|DdB_06999	--	--	WP_003227371.1	1.34e-153
DdB|DdB_07002	--	--	WP_110109525.1	0.0
DdB|DdB_07003	--	--	WP_110109524.1	0.0
DdB|DdB_07004	--	--	WP_193600787.1	2.25e-88
DdB|DdB_07005	--	--	WP_343516546.1	4.88e-151
DdB|DdB_07010	--	--	WP_009968363.1	2.12e-44
DdB|DdB_07015	--	--	WP_014478349.1	0.0
DdB|DdB_07017	--	--	WP_024572484.1	7.6e-60
DdB|DdB_07019	--	--	WP_003222155.1	1.4e-56
DdB|DdB_07020	--	--	WP_302896279.1	2.19e-41
DdB|DdB_07021	--	--	WP_014481261.1	0.0
DdB|DdB_07027	--	--	WP_167408529.1	3.39e-135
DdB|DdB_07031	--	--	WP_003243806.1	5.84e-62
DdB|DdB_07034	--	--	WP_003227448.1	9.85e-119
DdB|DdB_07035	--	--	WP_003244383.1	3.32e-165
DdB|DdB_07038	--	--	WP_014481245.1	4.19e-167
DdB|DdB_07039	--	--	WP_033883407.1	0.0
DdB|DdB_07044	--	--	WP_123374216.1	2.16e-49
DdB|DdB_07047	--	--	WP_015250968.1	0.0
DdB|DdB_07049	--	--	WP_064671818.1	1.93e-133
DdB|DdB_07050	--	--	WP_072175772.1	1.73e-53
DdB|DdB_07051	--	--	WP_041850399.1	7.47e-168
DdB|DdB_07056	--	--	WP_003242896.1	0.0
DdB|DdB_07059	--	--	WP_021480904.1	9.73e-153
DdB|DdB_07060	--	--	WP_195727702.1	6.14e-146
DdB|DdB_07061	--	--	WP_003243464.1	7.95e-120
DdB|DdB_07063	--	--	WP_338382423.1	2.09e-93
DdB|DdB_07068	--	--	WP_326068686.1	8.35e-125
DdB|DdB_07071	--	--	WP_249852362.1	1.18e-42
DdB|DdB_07073	--	--	WP_015250987.1	0.0
DdB|DdB_07074	--	--	WP_029318695.1	5.69e-159
DdB|DdB_07075	--	--	WP_131228201.1	6.25e-129
DdB|DdB_07080	--	--	WP_003243604.1	9.52e-99
DdB|DdB_07083	--	--	WP_014115542.1	9.55e-102
DdB|DdB_07084	--	--	WP_185184049.1	5.02e-170
DdB|DdB_07099	--	--	WP_268485211.1	2.89e-10
DdB|DdB_07101	--	--	WP_014481199.1	3.02e-123
DdB|DdB_07108	--	--	WP_268370804.1	5.73e-138
DdB|DdB_07109	--	--	WP_015251007.1	2.56e-126
DdB|DdB_07112	--	--	WP_345805809.1	1.6e-87
DdB|DdB_07113	--	--	WP_003244265.1	3.27e-103
DdB|DdB_07115	--	--	WP_326213439.1	3.11e-106
DdB|DdB_07116	--	--	WP_077670969.1	7.43e-95
DdB|DdB_07118	--	--	WP_029318713.1	1.85e-39
DdB|DdB_07127	--	--	WP_029318714.1	8.86e-107
DdB|DdB_07129	--	--	WP_198878432.1	0.0
DdB|DdB_07131	--	--	WP_003243553.1	5.56e-162
DdB|DdB_07132	--	--	WP_342006506.1	1.33e-174
DdB|DdB_07138	--	--	WP_268392758.1	1.57e-66
DdB|DdB_07140	--	--	WP_014478231.1	1.67e-79
DdB|DdB_07143	--	--	WP_015714857.1	2.89e-116
DdB|DdB_07145	--	--	WP_197196279.1	1.13e-61
DdB|DdB_07157	--	--	WP_249850807.1	7.37e-84
DdB|DdB_07160	--	--	WP_250621735.1	6.94e-62
DdB|DdB_07161	--	--	WP_128738322.1	4.54e-46
DdB|DdB_07165	--	--	WP_024573223.1	9.61e-90
DdB|DdB_07166	--	--	WP_212060301.1	0.0
DdB|DdB_07167	--	--	WP_003227811.1	5.56e-161
DdB|DdB_07168	--	--	WP_015714839.1	2.81e-89
DdB|DdB_07169	--	--	WP_032722669.1	0.0
DdB|DdB_07172	--	--	WP_010332155.1	4.96e-71
DdB|DdB_07173	--	--	WP_273796335.1	2.71e-58
DdB|DdB_07174	--	--	WP_191603847.1	0.0
DdB|DdB_07177	--	--	WP_106073332.1	1.29e-131
DdB|DdB_07178	--	--	WP_106073333.1	4.52e-83
DdB|DdB_07179	--	--	WP_072175606.1	1.31e-130
DdB|DdB_07183	--	--	WP_003227854.1	1.81e-180
DdB|DdB_07184	--	--	WP_181220227.1	1.64e-157
DdB|DdB_07186	--	--	WP_003244457.1	0.0
DdB|DdB_07188	--	--	WP_153257065.1	1.27e-114
DdB|DdB_07194	--	--	WP_003227883.1	0.0
DdB|DdB_07197	--	--	WP_161476654.1	0.0
DdB|DdB_07199	--	--	WP_161476655.1	0.0
DdB|DdB_07202	--	--	WP_342006514.1	7.35e-103
DdB|DdB_07203	--	--	WP_161476657.1	0.0
DdB|DdB_07204	--	--	WP_268334218.1	2.66e-66
DdB|DdB_07205	--	--	WP_131228365.1	7.07e-52
DdB|DdB_07206	--	--	WP_326849948.1	0.0
DdB|DdB_07207	--	--	WP_205660350.1	3.38e-89
DdB|DdB_07208	--	--	WP_277709086.1	4.16e-123
DdB|DdB_07209	--	--	WP_181220215.1	0.0
DdB|DdB_07210	--	--	WP_131228166.1	0.0
DdB|DdB_07213	--	--	WP_131228163.1	0.0
DdB|DdB_07214	--	--	WP_131228162.1	0.0
DdB|DdB_07215	--	--	WP_032680023.1	2.86e-113
DdB|DdB_07217	--	--	WP_015251104.1	3.75e-171
DdB|DdB_07218	--	--	WP_131228160.1	1.13e-61
DdB|DdB_07219	--	--	WP_131228159.1	0.0
DdB|DdB_07220	--	--	WP_285299258.1	3.61e-138
DdB|DdB_07224	--	--	WP_129138228.1	0.0
DdB|DdB_07227	--	--	WP_010886625.1	0.0
DdB|DdB_07231	--	--	WP_015251114.1	0.0
DdB|DdB_07235	--	--	WP_259597028.1	1.07e-66
DdB|DdB_07236	--	--	WP_217000175.1	9.07e-69
DdB|DdB_07237	--	--	WP_213783463.1	0.0
DdB|DdB_07238	--	--	WP_342006517.1	0.0
DdB|DdB_07239	--	--	WP_342006519.1	3.29e-90
DdB|DdB_07242	--	--	WP_003243747.1	6.66e-94
DdB|DdB_07243	--	--	WP_003242603.1	5.78e-66
DdB|DdB_07244	--	--	WP_003228031.1	7.34e-136
DdB|DdB_07248	--	--	WP_009969914.1	0.0
DdB|DdB_07249	--	--	WP_003242725.1	2.16e-74
DdB|DdB_07251	--	--	WP_144482867.1	1.69e-176
DdB|DdB_07253	--	--	WP_015251120.1	8.9e-94
DdB|DdB_07254	--	--	WP_100505881.1	0.0
DdB|DdB_07256	--	--	WP_080529853.1	2.17e-56
DdB|DdB_07261	--	--	WP_029725982.1	0.0
DdB|DdB_07262	--	--	WP_003228066.1	7.93e-73
DdB|DdB_07264	--	--	WP_017695293.1	1.57e-180
DdB|DdB_07266	--	--	WP_161476670.1	0.0
DdB|DdB_07267	--	--	WP_128738283.1	0.0
DdB|DdB_07273	--	--	WP_003228100.1	2.15e-84
DdB|DdB_07274	--	--	WP_015714783.1	0.0
DdB|DdB_07277	--	--	WP_131228148.1	1.68e-153
DdB|DdB_07278	--	--	WP_217024089.1	5.97e-118
DdB|DdB_07286	--	--	WP_086344366.1	0.0
DdB|DdB_07289	--	--	WP_038429709.1	0.0
DdB|DdB_07291	--	--	WP_187954047.1	0.0
DdB|DdB_07292	--	--	WP_003244450.1	0.0
DdB|DdB_07293	--	--	WP_217020134.1	0.0
DdB|DdB_07298	--	--	WP_342006528.1	0.0
DdB|DdB_07301	--	--	WP_148791505.1	9.96e-70
DdB|DdB_07302	--	--	WP_003242570.1	7.25e-59
DdB|DdB_07306	--	--	WP_342006530.1	0.0
DdB|DdB_07309	--	--	WP_256683503.1	0.0
DdB|DdB_07315	--	--	WP_003243249.1	4.04e-123
DdB|DdB_07319	--	--	WP_087961274.1	0.0
DdB|DdB_07322	--	--	WP_032677032.1	1.4e-88
DdB|DdB_07323	--	--	WP_003228238.1	6.1e-116
DdB|DdB_07326	--	--	WP_369877560.1	2.13e-50
DdB|DdB_07327	--	--	WP_003228247.1	1.61e-159
DdB|DdB_07333	--	--	WP_309530064.1	1.83e-70
DdB|DdB_07334	--	--	WP_015251179.1	0.0
DdB|DdB_07341	--	--	WP_264099276.1	2.1e-170
DdB|DdB_07342	--	--	WP_144453234.1	6.77e-118
DdB|DdB_07344	--	--	WP_014480938.1	0.0
DdB|DdB_07346	--	--	WP_172850043.1	2.17e-38
DdB|DdB_07349	--	--	WP_285299168.1	1.21e-18
DdB|DdB_07350	--	--	WP_163117154.1	0.0
DdB|DdB_07351	--	--	WP_342006541.1	0.0
DdB|DdB_07352	--	--	WP_342006542.1	0.0
DdB|DdB_07355	--	--	WP_003228297.1	1.61e-168
DdB|DdB_07358	--	--	WP_041338939.1	1.49e-151
DdB|DdB_07363	--	--	WP_003228315.1	0.0
DdB|DdB_07368	--	--	WP_077671067.1	0.0
DdB|DdB_07376	--	--	WP_342006544.1	0.0
DdB|DdB_07377	--	--	WP_033883441.1	2.2e-151
DdB|DdB_07378	--	--	WP_003228342.1	1.45e-147
DdB|DdB_07379	--	--	WP_161476704.1	1.69e-144
DdB|DdB_07380	--	--	WP_370125085.1	5.44e-131
DdB|DdB_07385	--	--	WP_369877546.1	3.41e-126
DdB|DdB_07394	--	--	WP_086344322.1	3.69e-62
DdB|DdB_07400	--	--	WP_003243160.1	6.2e-138
DdB|DdB_07401	--	--	WP_003243180.1	0.0
DdB|DdB_07403	--	--	WP_009968169.1	3.69e-178
DdB|DdB_07408	--	--	WP_014665381.1	2.41e-111
DdB|DdB_07409	--	--	WP_308153955.1	0.0
DdB|DdB_07410	--	--	WP_041333127.1	4.4e-92
DdB|DdB_07411	--	--	WP_277709029.1	1.83e-56
DdB|DdB_07419	--	--	WP_003243439.1	1.63e-167
DdB|DdB_07422	--	--	WP_003221612.1	3.09e-20
DdB|DdB_07425	--	--	WP_003243220.1	0.0
DdB|DdB_07431	--	--	WP_014477957.1	1.03e-126
DdB|DdB_07433	--	--	WP_130572843.1	5.69e-110
DdB|DdB_07438	--	--	WP_080529770.1	2.21e-115
DdB|DdB_07439	--	--	WP_323217137.1	3.52e-62
DdB|DdB_07443	--	--	WP_019712956.1	0.0
DdB|DdB_07445	--	--	WP_161621780.1	8.15e-105
DdB|DdB_07446	--	--	WP_021480577.1	1.98e-100
DdB|DdB_07449	--	--	WP_341116976.1	1.78e-158
DdB|DdB_07452	--	--	WP_300965092.1	3.61e-105
DdB|DdB_07459	--	--	WP_003228545.1	3e-102
DdB|DdB_07461	--	--	WP_021480568.1	6.38e-51
DdB|DdB_07467	--	--	WP_003228564.1	9.26e-59
DdB|DdB_07468	--	--	WP_003228567.1	3.31e-52
DdB|DdB_07470	--	--	WP_340970324.1	6.55e-26
DdB|DdB_07474	--	--	WP_069837768.1	3.65e-52
DdB|DdB_07476	--	--	WP_003228581.1	5.17e-51
DdB|DdB_07480	--	--	WP_003228596.1	2.04e-77
DdB|DdB_07486	--	--	WP_029725903.1	5.11e-87
DdB|DdB_07487	--	--	WP_003243521.1	1.91e-59
DdB|DdB_07495	--	--	WP_144486770.1	2.01e-146
DdB|DdB_07498	--	--	WP_372553822.1	1.11e-69
DdB|DdB_07500	--	--	WP_048654923.1	3.72e-99
DdB|DdB_07508	--	--	WP_161476736.1	0.0
DdB|DdB_07510	--	--	WP_003242865.1	4.68e-81
DdB|DdB_07513	--	--	WP_019712942.1	1.09e-65
DdB|DdB_07514	--	--	WP_217000744.1	0.0
DdB|DdB_07516	--	--	WP_198878527.1	1.56e-90
DdB|DdB_07517	--	--	WP_021480536.1	2.66e-99
DdB|DdB_07519	--	--	WP_071577525.1	1.2e-111
DdB|DdB_07520	--	--	WP_327841374.1	0.0
DdB|DdB_07523	--	--	WP_235120675.1	0.0
DdB|DdB_07526	--	--	WP_003242597.1	2.37e-70
DdB|DdB_07528	--	--	WP_342006551.1	6.23e-47
DdB|DdB_07532	--	--	WP_342006552.1	7.53e-154
DdB|DdB_07536	--	--	WP_003228728.1	9.12e-49
DdB|DdB_07537	--	--	WP_232566777.1	2.93e-159
DdB|DdB_07538	--	--	WP_368778631.1	2.26e-86
DdB|DdB_07540	--	--	WP_024573597.1	1.49e-55
DdB|DdB_07541	--	--	WP_342006554.1	0.0
DdB|DdB_07542	--	--	WP_003228737.1	6.04e-139
DdB|DdB_07553	--	--	WP_003228755.1	1.35e-158
DdB|DdB_07555	--	--	WP_341116942.1	2.29e-148
DdB|DdB_07556	--	--	WP_003220661.1	5.91e-64
DdB|DdB_07557	--	--	WP_144530661.1	0.0
DdB|DdB_07560	--	--	WP_326228251.1	1.32e-104
DdB|DdB_07562	--	--	WP_003244444.1	3.48e-106
DdB|DdB_07563	--	--	WP_283933735.1	4.58e-37
DdB|DdB_07565	--	--	WP_367147586.1	5.27e-68
DdB|DdB_07569	--	--	WP_253280116.1	4.71e-116
DdB|DdB_07570	--	--	WP_069322861.1	1.49e-120
DdB|DdB_07576	--	--	WP_327828681.1	3.07e-132
DdB|DdB_07577	--	--	WP_003220730.1	4.3e-74
DdB|DdB_07580	--	--	WP_015714619.1	6.29e-170
DdB|DdB_07583	--	--	WP_136653685.1	2.58e-37
DdB|DdB_07584	--	--	WP_014480694.1	1.62e-128
DdB|DdB_07586	--	--	WP_160245545.1	0.0
DdB|DdB_07587	--	--	WP_038828697.1	3.76e-36
DdB|DdB_07592	--	--	WP_046381295.1	3.45e-86
DdB|DdB_07595	--	--	WP_014480684.1	8.92e-56
DdB|DdB_07597	--	--	WP_009968070.1	1.67e-94
DdB|DdB_07600	--	--	WP_003220771.1	1.7e-47
DdB|DdB_07604	--	--	WP_015714608.1	1.05e-61
DdB|DdB_07612	--	--	WP_049140575.1	1.18e-142
DdB|DdB_07614	--	--	WP_369596303.1	3.49e-155
DdB|DdB_07623	--	--	WP_217011525.1	0.0
DdB|DdB_07624	--	--	WP_100505747.1	3.64e-32
DdB|DdB_07625	--	--	WP_167408397.1	0.0
DdB|DdB_07626	--	--	WP_326119331.1	8.13e-49
DdB|DdB_07628	--	--	WP_144530973.1	6.17e-132
DdB|DdB_07632	--	--	WP_283857207.1	0.0
DdB|DdB_07634	--	--	WP_268554368.1	9.68e-112
DdB|DdB_07636	--	--	WP_339175166.1	1.59e-129
DdB|DdB_07640	--	--	WP_268554370.1	3.57e-74
DdB|DdB_07641	--	--	WP_029318516.1	7.25e-116
DdB|DdB_07644	--	--	WP_003228966.1	5.48e-133
DdB|DdB_07645	--	--	YP_009162764.1	2.12e-12
DdB|DdB_07649	--	--	WP_046160773.1	2.49e-100
DdB|DdB_07653	--	--	WP_080478419.1	0.0
DdB|DdB_07655	--	--	WP_339231302.1	7.81e-130
DdB|DdB_07656	--	--	WP_076458307.1	7.85e-95
DdB|DdB_07663	--	--	WP_128474219.1	0.0
DdB|DdB_07664	--	--	WP_131227876.1	0.0
DdB|DdB_07669	--	--	WP_219649893.1	4e-57
DdB|DdB_07671	--	--	WP_144483343.1	2.03e-45
DdB|DdB_07672	--	--	WP_123372857.1	1.21e-121
DdB|DdB_07673	--	--	WP_003229071.1	0.0
DdB|DdB_07675	--	--	WP_003219346.1	5.29e-54
DdB|DdB_07676	--	--	WP_003229074.1	3.28e-105
DdB|DdB_07677	--	--	WP_003219361.1	2.85e-114
DdB|DdB_07678	--	--	WP_342006743.1	1.58e-99
DdB|DdB_07690	--	--	WP_004399076.1	0.0
DdB|DdB_07693	--	--	WP_003229117.1	7.56e-46
DdB|DdB_07695	--	--	WP_029318288.1	1.26e-79
DdB|DdB_07699	--	--	WP_019847007.1	2.37e-92
DdB|DdB_07702	--	--	WP_032726449.1	6.31e-49
DdB|DdB_07707	--	--	WP_263722896.1	0.0
DdB|DdB_07708	--	--	WP_004398709.1	5.53e-78
DdB|DdB_07709	--	--	WP_264239347.1	2.46e-73
DdB|DdB_07716	--	--	WP_342006742.1	0.0
DdB|DdB_07718	--	--	WP_342006741.1	0.0
DdB|DdB_07723	--	--	WP_342006738.1	1.05e-158
DdB|DdB_07726	--	--	WP_161476783.1	0.0
DdB|DdB_07732	--	--	WP_131227852.1	3.96e-132
DdB|DdB_07733	--	--	WP_131227850.1	8.32e-135
DdB|DdB_07736	--	--	WP_342006737.1	0.0
DdB|DdB_07737	--	--	WP_009967993.1	0.0
DdB|DdB_07741	--	--	WP_014480575.1	2.29e-63
DdB|DdB_07749	--	--	WP_276730670.1	2.53e-93
DdB|DdB_07750	--	--	WP_069964251.1	3.29e-101
DdB|DdB_07751	--	--	WP_015251445.1	8.56e-73
DdB|DdB_07752	--	--	WP_339245374.1	0.0
DdB|DdB_07758	--	--	WP_014477669.1	3.2e-147
DdB|DdB_07765	--	--	WP_015384380.1	9.57e-55
DdB|DdB_07766	--	--	WP_253280124.1	0.0
DdB|DdB_07770	--	--	WP_268559702.1	1.49e-36
DdB|DdB_07775	--	--	WP_003223504.1	1.42e-104
DdB|DdB_07777	--	--	WP_032722344.1	0.0
DdB|DdB_07782	--	--	WP_003245964.1	2.67e-164
DdB|DdB_07788	--	--	WP_032722338.1	0.0
DdB|DdB_07790	--	--	WP_086344190.1	0.0
DdB|DdB_07792	--	--	WP_014477645.1	4.85e-36
DdB|DdB_07793	--	--	WP_088272427.1	2.41e-156
DdB|DdB_07794	--	--	WP_003229407.1	8.1e-40
DdB|DdB_07795	--	--	WP_162784844.1	1.24e-83
DdB|DdB_07796	--	--	WP_013353165.1	4.89e-56
DdB|DdB_07807	--	--	WP_342006723.1	7.66e-98
DdB|DdB_07815	--	--	WP_019712904.1	6.17e-142
DdB|DdB_07821	--	--	WP_268326228.1	6.68e-85
DdB|DdB_07823	--	--	WP_342006720.1	0.0
DdB|DdB_07825	--	--	WP_003229468.1	2.76e-148
DdB|DdB_07826	--	--	WP_235360726.1	5.11e-115
DdB|DdB_07831	--	--	WP_251233313.1	4.72e-78
DdB|DdB_07832	--	--	WP_350272642.1	9.23e-85
DdB|DdB_07833	--	--	WP_341284013.1	2.77e-74
DdB|DdB_07842	--	--	WP_342006718.1	0.0
DdB|DdB_07848	--	--	WP_225722185.1	3.73e-85
DdB|DdB_07849	--	--	WP_342006717.1	0.0
DdB|DdB_07852	--	--	WP_048654946.1	0.0
DdB|DdB_07853	--	--	WP_268399024.1	1.81e-30
DdB|DdB_07858	--	--	WP_032677107.1	7.01e-44
DdB|DdB_07862	--	--	WP_348711025.1	1.66e-72
DdB|DdB_07867	--	--	WP_003222508.1	4.32e-105
DdB|DdB_07870	--	--	WP_268552907.1	9.82e-59
DdB|DdB_07873	--	--	WP_003229578.1	0.0
DdB|DdB_07877	--	--	WP_339245230.1	3.62e-57
DdB|DdB_07878	--	--	WP_128993255.1	1.38e-97
DdB|DdB_07880	--	--	WP_015714470.1	1.54e-60
DdB|DdB_07886	--	--	WP_015384285.1	3.38e-147
DdB|DdB_07894	--	--	WP_004399038.1	0.0
DdB|DdB_07899	--	--	WP_342006709.1	0.0
DdB|DdB_07900	--	--	WP_038829623.1	4.41e-145
DdB|DdB_07903	--	--	WP_339202980.1	1.55e-58
DdB|DdB_07904	--	--	WP_342006707.1	0.0
DdB|DdB_07908	--	--	WP_268392743.1	3.58e-132
DdB|DdB_07909	--	--	WP_268329718.1	8.95e-49
DdB|DdB_07910	--	--	WP_004398901.1	2.14e-134
DdB|DdB_07911	--	--	WP_004398624.1	3.06e-158
DdB|DdB_07912	--	--	WP_046381248.1	2.68e-163
DdB|DdB_07913	--	--	WP_017696331.1	7.93e-131
DdB|DdB_07917	--	--	WP_004398582.1	2.06e-107
DdB|DdB_07921	--	--	WP_134981744.1	9.07e-103
DdB|DdB_07922	--	--	WP_247470616.1	7.45e-148
DdB|DdB_07923	--	--	WP_342006703.1	3.82e-138
DdB|DdB_07926	--	--	WP_342006747.1	2.02e-85
DdB|DdB_07927	--	--	WP_003246159.1	1.49e-157
DdB|DdB_07929	--	--	WP_326243273.1	0.0
DdB|DdB_07935	--	--	WP_003229729.1	1.07e-99
DdB|DdB_07937	--	--	WP_342006701.1	0.0
DdB|DdB_07940	--	--	WP_003229740.1	5.04e-71
DdB|DdB_07942	--	--	WP_369878057.1	0.0
DdB|DdB_07948	--	--	WP_308154093.1	2.1e-123
DdB|DdB_07955	--	--	WP_080010572.1	1.9e-83
DdB|DdB_07962	--	--	WP_003229795.1	7.68e-67
DdB|DdB_07964	--	--	WP_071577185.1	2.48e-141
DdB|DdB_07965	--	--	WP_131227711.1	0.0
DdB|DdB_07969	--	--	WP_003246156.1	2.3e-123
DdB|DdB_07978	--	--	WP_004398508.1	6.42e-57
DdB|DdB_07979	--	--	WP_017696063.1	1.57e-143
DdB|DdB_07983	--	--	WP_342006695.1	0.0
DdB|DdB_07986	--	--	WP_342006693.1	0.0
DdB|DdB_07987	--	--	WP_227057785.1	2.84e-57
DdB|DdB_07988	--	--	WP_069150778.1	1.89e-69
DdB|DdB_07990	--	--	WP_003229834.1	2.08e-172
DdB|DdB_07995	--	--	WP_003246006.1	1.67e-58
DdB|DdB_07998	--	--	WP_119899611.1	1.11e-73
DdB|DdB_08004	--	--	WP_326248226.1	9.23e-127
DdB|DdB_08007	--	--	WP_274357969.1	3.14e-156
DdB|DdB_08013	--	--	WP_046381206.1	4.22e-110
DdB|DdB_08014	--	--	WP_019712550.1	6.75e-68
DdB|DdB_08016	--	--	WP_326147796.1	5.02e-73
DdB|DdB_08018	--	--	WP_061860732.1	6.22e-107
DdB|DdB_08019	--	--	WP_003229894.1	0.0
DdB|DdB_08022	--	--	WP_003246154.1	6.31e-94
DdB|DdB_08023	--	--	WP_100506925.1	4.23e-175
DdB|DdB_08025	--	--	WP_110109433.1	2.77e-94
DdB|DdB_08026	--	--	WP_080529579.1	2.66e-106
DdB|DdB_08028	--	--	WP_110109424.1	0.0
DdB|DdB_08029	--	--	WP_327808439.1	9.54e-65
DdB|DdB_08037	--	--	WP_268555556.1	1.85e-112
DdB|DdB_08041	--	--	WP_367147625.1	3.7e-167
DdB|DdB_08045	--	--	WP_003229973.1	1.17e-146
DdB|DdB_08049	--	--	WP_069704087.1	0.0
DdB|DdB_08050	--	--	WP_128738024.1	3.04e-114
DdB|DdB_08053	--	--	WP_257986081.1	1.19e-37
DdB|DdB_08054	--	--	WP_326227571.1	0.0
DdB|DdB_08055	--	--	WP_038429323.1	0.0
DdB|DdB_08056	--	--	WP_336805154.1	2.56e-65
DdB|DdB_08060	--	--	WP_003246126.1	0.0
DdB|DdB_08069	--	--	WP_100506293.1	0.0
DdB|DdB_08070	--	--	WP_064814262.1	1.31e-111
DdB|DdB_08071	--	--	WP_041351688.1	2.3e-86
DdB|DdB_08072	--	--	WP_010330706.1	5.41e-48
DdB|DdB_08073	--	--	WP_128740579.1	0.0
DdB|DdB_08079	--	--	WP_017696274.1	1.19e-119
DdB|DdB_08082	--	--	WP_029316862.1	2.83e-116
DdB|DdB_08083	--	--	WP_268280327.1	7.34e-82
DdB|DdB_08084	--	--	WP_003230065.1	3.58e-118
DdB|DdB_08086	--	--	WP_130571874.1	1.03e-95
DdB|DdB_08088	--	--	WP_003230068.1	7.68e-80
DdB|DdB_08089	--	--	WP_063335445.1	1.01e-99
DdB|DdB_08092	--	--	WP_253280134.1	1.83e-127
DdB|DdB_08094	--	--	WP_071578562.1	6.35e-151
DdB|DdB_08095	--	--	WP_003230079.1	1.75e-103
DdB|DdB_08096	--	--	WP_064671026.1	1.71e-139
DdB|DdB_08098	--	--	WP_014480280.1	6.18e-42
DdB|DdB_08099	--	--	WP_181217192.1	1.17e-140
DdB|DdB_08100	--	--	WP_212058907.1	7.71e-104
DdB|DdB_08103	--	--	WP_338730585.1	1.91e-47
DdB|DdB_08108	--	--	WP_042976512.1	7.26e-63
DdB|DdB_08109	--	--	WP_129138169.1	1.64e-138
DdB|DdB_08115	--	--	WP_342006572.1	0.0
DdB|DdB_08121	--	--	WP_070547532.1	5.26e-95
DdB|DdB_08122	--	--	WP_015714254.1	3.37e-68
DdB|DdB_08123	--	--	WP_116316685.1	1.38e-100
DdB|DdB_08124	--	--	WP_003230183.1	0.0
DdB|DdB_08125	--	--	WP_080341612.1	4.43e-62
DdB|DdB_08126	--	--	WP_015714249.1	3.75e-176
DdB|DdB_08127	--	--	WP_317680616.1	6.27e-72
DdB|DdB_08131	--	--	WP_216998701.1	1.82e-35
DdB|DdB_08132	--	--	WP_173614180.1	6.24e-112
DdB|DdB_08135	--	--	WP_049635590.1	6.17e-73
DdB|DdB_08136	--	--	WP_187953692.1	3.04e-60
DdB|DdB_08137	--	--	WP_095010631.1	8.99e-84
DdB|DdB_08141	--	--	WP_014477307.1	1.28e-90
DdB|DdB_08142	--	--	WP_029946099.1	7.9e-141
DdB|DdB_08145	--	--	WP_003230254.1	2.91e-85
DdB|DdB_08152	--	--	WP_003230265.1	2.99e-106
DdB|DdB_08154	--	--	WP_128422309.1	0.0
DdB|DdB_08156	--	--	WP_124058572.1	1.24e-90
DdB|DdB_08158	--	--	WP_014480225.1	7.95e-65
DdB|DdB_08171	--	--	WP_077671421.1	2.68e-160
DdB|DdB_08180	--	--	WP_015714226.1	0.0
DdB|DdB_08184	--	--	WP_003226477.1	5.01e-104
DdB|DdB_08187	--	--	WP_064671046.1	0.0
DdB|DdB_08188	--	--	WP_047182850.1	4.19e-45
DdB|DdB_08191	--	--	WP_335388732.1	2.72e-121
DdB|DdB_08200	--	--	WP_003230379.1	0.0
DdB|DdB_08204	--	--	WP_004399082.1	1.28e-116
DdB|DdB_08206	--	--	WP_250621578.1	4.1e-111
DdB|DdB_08207	--	--	WP_268527198.1	5.84e-59
DdB|DdB_08210	--	--	WP_003230411.1	1.76e-50
DdB|DdB_08214	--	--	WP_004399024.1	1.82e-62
DdB|DdB_08221	--	--	WP_264239433.1	3.96e-112
DdB|DdB_08229	--	--	WP_015714205.1	7.7e-149
DdB|DdB_08230	--	--	WP_268549765.1	0.0
DdB|DdB_08231	--	--	WP_003230469.1	8.39e-146
DdB|DdB_08233	--	--	WP_268549764.1	4.7e-92
DdB|DdB_08235	--	--	WP_014480169.1	0.0
DdB|DdB_08237	--	--	WP_015714201.1	1.04e-138
DdB|DdB_08245	--	--	WP_014477219.1	2.15e-131
DdB|DdB_08250	--	--	WP_029317966.1	0.0
